Layer	File	Thickness	Pause	Material	Speed	Intensity
1704	CompositeTensile71704.png	5	0.500	1	5.00	50
1705	CompositeTensile71705.png	5	0.500	1	5.00	50
1706	CompositeTensile71706.png	5	0.500	1	5.00	50
1707	CompositeTensile71707.png	5	0.500	1	5.00	50
1708	CompositeTensile71708.png	5	0.500	1	5.00	50
1709	CompositeTensile71709.png	5	0.500	1	5.00	50
1710	CompositeTensile71710.png	5	0.500	1	5.00	50
1711	CompositeTensile71711.png	5	0.500	1	5.00	50
1712	CompositeTensile71712.png	5	0.500	1	5.00	50
1713	CompositeTensile71713.png	5	0.500	1	5.00	50
1714	CompositeTensile71714.png	5	0.500	1	5.00	50
1715	CompositeTensile71715.png	5	0.500	1	5.00	50
1716	CompositeTensile71716.png	5	0.500	1	5.00	50
1717	CompositeTensile71717.png	5	0.500	1	5.00	50
1718	CompositeTensile71718.png	5	0.500	1	5.00	50
1719	CompositeTensile71719.png	5	0.500	1	5.00	50
1720	CompositeTensile71720.png	5	0.500	1	5.00	50
1721	CompositeTensile71721.png	5	0.500	1	5.00	50
1722	CompositeTensile71722.png	5	0.500	1	5.00	50
1723	CompositeTensile71723.png	5	0.500	1	5.00	50
1724	CompositeTensile71724.png	5	0.500	1	5.00	50
1725	CompositeTensile71725.png	5	0.500	1	5.00	50
1726	CompositeTensile71726.png	5	0.500	1	5.00	50
1727	CompositeTensile71727.png	5	0.500	1	5.00	50
1728	CompositeTensile71728.png	5	0.500	1	5.00	50
1729	CompositeTensile71729.png	5	0.500	1	5.00	50
1730	CompositeTensile71730.png	5	0.500	1	5.00	50
1731	CompositeTensile71731.png	5	0.500	1	5.00	50
1732	CompositeTensile71732.png	5	0.500	1	5.00	50
1733	CompositeTensile71733.png	5	0.500	1	5.00	50
1734	CompositeTensile71734.png	5	0.500	1	5.00	50
1735	CompositeTensile71735.png	5	0.500	1	5.00	50
1736	CompositeTensile71736.png	5	0.500	1	5.00	50
1737	CompositeTensile71737.png	5	0.500	1	5.00	50
1738	CompositeTensile71738.png	5	0.500	1	5.00	50
1739	CompositeTensile71739.png	5	0.500	1	5.00	50
1740	CompositeTensile71740.png	5	0.500	1	5.00	50
1741	CompositeTensile71741.png	5	0.500	1	5.00	50
1742	CompositeTensile71742.png	5	0.500	1	5.00	50
1743	CompositeTensile71743.png	5	0.500	1	5.00	50
1744	CompositeTensile71744.png	5	0.500	1	5.00	50
1745	CompositeTensile71745.png	5	0.500	1	5.00	50
1746	CompositeTensile71746.png	5	0.500	1	5.00	50
1747	CompositeTensile71747.png	5	0.500	1	5.00	50
1748	CompositeTensile71748.png	5	0.500	1	5.00	50
1749	CompositeTensile71749.png	5	0.500	1	5.00	50
1750	CompositeTensile71750.png	5	0.500	1	5.00	50
1751	CompositeTensile71751.png	5	0.500	1	5.00	50
1752	CompositeTensile71752.png	5	0.500	1	5.00	50
1753	CompositeTensile71753.png	5	0.500	1	5.00	50
1754	CompositeTensile71754.png	5	0.500	1	5.00	50
1755	CompositeTensile71755.png	5	0.500	1	5.00	50
1756	CompositeTensile71756.png	5	0.500	1	5.00	50
1757	CompositeTensile71757.png	5	0.500	1	5.00	50
1758	CompositeTensile71758.png	5	0.500	1	5.00	50
1759	CompositeTensile71759.png	5	0.500	1	5.00	50
1760	CompositeTensile71760.png	5	0.500	1	5.00	50
1761	CompositeTensile71761.png	5	0.500	1	5.00	50
1762	CompositeTensile71762.png	5	0.500	1	5.00	50
1763	CompositeTensile71763.png	5	0.500	1	5.00	50
1764	CompositeTensile71764.png	5	0.500	1	5.00	50
1765	CompositeTensile71765.png	5	0.500	1	5.00	50
1766	CompositeTensile71766.png	5	0.500	1	5.00	50
1767	CompositeTensile71767.png	5	0.500	1	5.00	50
1768	CompositeTensile71768.png	5	0.500	1	5.00	50
1769	CompositeTensile71769.png	5	0.500	1	5.00	50
1770	CompositeTensile71770.png	5	0.500	1	5.00	50
1771	CompositeTensile71771.png	5	0.500	1	5.00	50
1772	CompositeTensile71772.png	5	0.500	1	5.00	50
1773	CompositeTensile71773.png	5	0.500	1	5.00	50
1774	CompositeTensile71774.png	5	0.500	1	5.00	50
1775	CompositeTensile71775.png	5	0.500	1	5.00	50
1776	CompositeTensile71776.png	5	0.500	1	5.00	50
1777	CompositeTensile71777.png	5	0.500	1	5.00	50
1778	CompositeTensile71778.png	5	0.500	1	5.00	50
1779	CompositeTensile71779.png	5	0.500	1	5.00	50
1780	CompositeTensile71780.png	5	0.500	1	5.00	50
1781	CompositeTensile71781.png	5	0.500	1	5.00	50
1782	CompositeTensile71782.png	5	0.500	1	5.00	50
1783	CompositeTensile71783.png	5	0.500	1	5.00	50
1784	CompositeTensile71784.png	5	0.500	1	5.00	50
1785	CompositeTensile71785.png	5	0.500	1	5.00	50
1786	CompositeTensile71786.png	5	0.500	1	5.00	50
1787	CompositeTensile71787.png	5	0.500	1	5.00	50
1788	CompositeTensile71788.png	5	0.500	1	5.00	50
1789	CompositeTensile71789.png	5	0.500	1	5.00	50
1790	CompositeTensile71790.png	5	0.500	1	5.00	50
1791	CompositeTensile71791.png	5	0.500	1	5.00	50
1792	CompositeTensile71792.png	5	0.500	1	5.00	50
1793	CompositeTensile71793.png	5	0.500	1	5.00	50
1794	CompositeTensile71794.png	5	0.500	1	5.00	50
1795	CompositeTensile71795.png	5	0.500	1	5.00	50
1796	CompositeTensile71796.png	5	0.500	1	5.00	50
1797	CompositeTensile71797.png	5	0.500	1	5.00	50
1798	CompositeTensile71798.png	5	0.500	1	5.00	50
1799	CompositeTensile71799.png	5	0.500	1	5.00	50
1800	CompositeTensile71800.png	5	0.500	1	5.00	50
1801	CompositeTensile71801.png	5	0.500	1	5.00	50
1802	CompositeTensile71802.png	5	0.500	1	5.00	50
1803	CompositeTensile71803.png	5	0.500	1	5.00	50
1804	CompositeTensile71804.png	5	0.500	1	5.00	50
1805	CompositeTensile71805.png	5	0.500	1	5.00	50
1806	CompositeTensile71806.png	5	0.500	1	5.00	50
1807	CompositeTensile71807.png	5	0.500	1	5.00	50
1808	CompositeTensile71808.png	5	0.500	1	5.00	50
1809	CompositeTensile71809.png	5	0.500	1	5.00	50
1810	CompositeTensile71810.png	5	0.500	1	5.00	50
1811	CompositeTensile71811.png	5	0.500	1	5.00	50
1812	CompositeTensile71812.png	5	0.500	1	5.00	50
1813	CompositeTensile71813.png	5	0.500	1	5.00	50
1814	CompositeTensile71814.png	5	0.500	1	5.00	50
1815	CompositeTensile71815.png	5	0.500	1	5.00	50
1816	CompositeTensile71816.png	5	0.500	1	5.00	50
1817	CompositeTensile71817.png	5	0.500	1	5.00	50
1818	CompositeTensile71818.png	5	0.500	1	5.00	50
1819	CompositeTensile71819.png	5	0.500	1	5.00	50
1820	CompositeTensile71820.png	5	0.500	1	5.00	50
1821	CompositeTensile71821.png	5	0.500	1	5.00	50
1822	CompositeTensile71822.png	5	0.500	1	5.00	50
1823	CompositeTensile71823.png	5	0.500	1	5.00	50
1824	CompositeTensile71824.png	5	0.500	1	5.00	50
1825	CompositeTensile71825.png	5	0.500	1	5.00	50
1826	CompositeTensile71826.png	5	0.500	1	5.00	50
1827	CompositeTensile71827.png	5	0.500	1	5.00	50
1828	CompositeTensile71828.png	5	0.500	1	5.00	50
1829	CompositeTensile71829.png	5	0.500	1	5.00	50
1830	CompositeTensile71830.png	5	0.500	1	5.00	50
1831	CompositeTensile71831.png	5	0.500	1	5.00	50
1832	CompositeTensile71832.png	5	0.500	1	5.00	50
1833	CompositeTensile71833.png	5	0.500	1	5.00	50
1834	CompositeTensile71834.png	5	0.500	1	5.00	50
1835	CompositeTensile71835.png	5	0.500	1	5.00	50
1836	CompositeTensile71836.png	5	0.500	1	5.00	50
1837	CompositeTensile71837.png	5	0.500	1	5.00	50
1838	CompositeTensile71838.png	5	0.500	1	5.00	50
1839	CompositeTensile71839.png	5	0.500	1	5.00	50
1840	CompositeTensile71840.png	5	0.500	1	5.00	50
1841	CompositeTensile71841.png	5	0.500	1	5.00	50
1842	CompositeTensile71842.png	5	0.500	1	5.00	50
1843	CompositeTensile71843.png	5	0.500	1	5.00	50
1844	CompositeTensile71844.png	5	0.500	1	5.00	50
1845	CompositeTensile71845.png	5	0.500	1	5.00	50
1846	CompositeTensile71846.png	5	0.500	1	5.00	50
1847	CompositeTensile71847.png	5	0.500	1	5.00	50
1848	CompositeTensile71848.png	5	0.500	1	5.00	50
1849	CompositeTensile71849.png	5	0.500	1	5.00	50
1850	CompositeTensile71850.png	5	0.500	1	5.00	50
1851	CompositeTensile71851.png	5	0.500	1	5.00	50
1852	CompositeTensile71852.png	5	0.500	1	5.00	50
1853	CompositeTensile71853.png	5	0.500	1	5.00	50
1854	CompositeTensile71854.png	5	0.500	1	5.00	50
1855	CompositeTensile71855.png	5	0.500	1	5.00	50
1856	CompositeTensile71856.png	5	0.500	1	5.00	50
1857	CompositeTensile71857.png	5	0.500	1	5.00	50
1858	CompositeTensile71858.png	5	0.500	1	5.00	50
1859	CompositeTensile71859.png	5	0.500	1	5.00	50
1860	CompositeTensile71860.png	5	0.500	1	5.00	50
1861	CompositeTensile71861.png	5	0.500	1	5.00	50
1862	CompositeTensile71862.png	5	0.500	1	5.00	50
1863	CompositeTensile71863.png	5	0.500	1	5.00	50
1864	CompositeTensile71864.png	5	0.500	1	5.00	50
1865	CompositeTensile71865.png	5	0.500	1	5.00	50
1866	CompositeTensile71866.png	5	0.500	1	5.00	50
1867	CompositeTensile71867.png	5	0.500	1	5.00	50
1868	CompositeTensile71868.png	5	0.500	1	5.00	50
1869	CompositeTensile71869.png	5	0.500	1	5.00	50
1870	CompositeTensile71870.png	5	0.500	1	5.00	50
1871	CompositeTensile71871.png	5	0.500	1	5.00	50
1872	CompositeTensile71872.png	5	0.500	1	5.00	50
1873	CompositeTensile71873.png	5	0.500	1	5.00	50
1874	CompositeTensile71874.png	5	0.500	1	5.00	50
1875	CompositeTensile71875.png	5	0.500	1	5.00	50
1876	CompositeTensile71876.png	5	0.500	1	5.00	50
1877	CompositeTensile71877.png	5	0.500	1	5.00	50
1878	CompositeTensile71878.png	5	0.500	1	5.00	50
1879	CompositeTensile71879.png	5	0.500	1	5.00	50
1880	CompositeTensile71880.png	5	0.500	1	5.00	50
1881	CompositeTensile71881.png	5	0.500	1	5.00	50
1882	CompositeTensile71882.png	5	0.500	1	5.00	50
1883	CompositeTensile71883.png	5	0.500	1	5.00	50
1884	CompositeTensile71884.png	5	0.500	1	5.00	50
1885	CompositeTensile71885.png	5	0.500	1	5.00	50
1886	CompositeTensile71886.png	5	0.500	1	5.00	50
1887	CompositeTensile71887.png	5	0.500	1	5.00	50
1888	CompositeTensile71888.png	5	0.500	1	5.00	50
1889	CompositeTensile71889.png	5	0.500	1	5.00	50
1890	CompositeTensile71890.png	5	0.500	1	5.00	50
1891	CompositeTensile71891.png	5	0.500	1	5.00	50
1892	CompositeTensile71892.png	5	0.500	1	5.00	50
1893	CompositeTensile71893.png	5	0.500	1	5.00	50
1894	CompositeTensile71894.png	5	0.500	1	5.00	50
1895	CompositeTensile71895.png	5	0.500	1	5.00	50
1896	CompositeTensile71896.png	5	0.500	1	5.00	50
1897	CompositeTensile71897.png	5	0.500	1	5.00	50
1898	CompositeTensile71898.png	5	0.500	1	5.00	50
1899	CompositeTensile71899.png	5	0.500	1	5.00	50
1900	CompositeTensile71900.png	5	0.500	1	5.00	50
1901	CompositeTensile71901.png	5	0.500	1	5.00	50
1902	CompositeTensile71902.png	5	0.500	1	5.00	50
1903	CompositeTensile71903.png	5	0.500	1	5.00	50
1904	CompositeTensile71904.png	5	0.500	1	5.00	50
1905	CompositeTensile71905.png	5	0.500	1	5.00	50
1906	CompositeTensile71906.png	5	0.500	1	5.00	50
1907	CompositeTensile71907.png	5	0.500	1	5.00	50
1908	CompositeTensile71908.png	5	0.500	1	5.00	50
1909	CompositeTensile71909.png	5	0.500	1	5.00	50
1910	CompositeTensile71910.png	5	0.500	1	5.00	50
1911	CompositeTensile71911.png	5	0.500	1	5.00	50
1912	CompositeTensile71912.png	5	0.500	1	5.00	50
1913	CompositeTensile71913.png	5	0.500	1	5.00	50
1914	CompositeTensile71914.png	5	0.500	1	5.00	50
1915	CompositeTensile71915.png	5	0.500	1	5.00	50
1916	CompositeTensile71916.png	5	0.500	1	5.00	50
1917	CompositeTensile71917.png	5	0.500	1	5.00	50
1918	CompositeTensile71918.png	5	0.500	1	5.00	50
1919	CompositeTensile71919.png	5	0.500	1	5.00	50
1920	CompositeTensile71920.png	5	0.500	1	5.00	50
1921	CompositeTensile71921.png	5	0.500	1	5.00	50
1922	CompositeTensile71922.png	5	0.500	1	5.00	50
1923	CompositeTensile71923.png	5	0.500	1	5.00	50
1924	CompositeTensile71924.png	5	0.500	1	5.00	50
1925	CompositeTensile71925.png	5	0.500	1	5.00	50
1926	CompositeTensile71926.png	5	0.500	1	5.00	50
1927	CompositeTensile71927.png	5	0.500	1	5.00	50
1928	CompositeTensile71928.png	5	0.500	1	5.00	50
1929	CompositeTensile71929.png	5	0.500	1	5.00	50
1930	CompositeTensile71930.png	5	0.500	1	5.00	50
1931	CompositeTensile71931.png	5	0.500	1	5.00	50
1932	CompositeTensile71932.png	5	0.500	1	5.00	50
1933	CompositeTensile71933.png	5	0.500	1	5.00	50
1934	CompositeTensile71934.png	5	0.500	1	5.00	50
1935	CompositeTensile71935.png	5	0.500	1	5.00	50
1936	CompositeTensile71936.png	5	0.500	1	5.00	50
1937	CompositeTensile71937.png	5	0.500	1	5.00	50
1938	CompositeTensile71938.png	5	0.500	1	5.00	50
1939	CompositeTensile71939.png	5	0.500	1	5.00	50
1940	CompositeTensile71940.png	5	0.500	1	5.00	50
1941	CompositeTensile71941.png	5	0.500	1	5.00	50
1942	CompositeTensile71942.png	5	0.500	1	5.00	50
1943	CompositeTensile71943.png	5	0.500	1	5.00	50
1944	CompositeTensile71944.png	5	0.500	1	5.00	50
1945	CompositeTensile71945.png	5	0.500	1	5.00	50
1946	CompositeTensile71946.png	5	0.500	1	5.00	50
1947	CompositeTensile71947.png	5	0.500	1	5.00	50
1948	CompositeTensile71948.png	5	0.500	1	5.00	50
1949	CompositeTensile71949.png	5	0.500	1	5.00	50
1950	CompositeTensile71950.png	5	0.500	1	5.00	50
1951	CompositeTensile71951.png	5	0.500	1	5.00	50
1952	CompositeTensile71952.png	5	0.500	1	5.00	50
1953	CompositeTensile71953.png	5	0.500	1	5.00	50
1954	CompositeTensile71954.png	5	0.500	1	5.00	50
1955	CompositeTensile71955.png	5	0.500	1	5.00	50
1956	CompositeTensile71956.png	5	0.500	1	5.00	50
1957	CompositeTensile71957.png	5	0.500	1	5.00	50
1958	CompositeTensile71958.png	5	0.500	1	5.00	50
1959	CompositeTensile71959.png	5	0.500	1	5.00	50
1960	CompositeTensile71960.png	5	0.500	1	5.00	50
1961	CompositeTensile71961.png	5	0.500	1	5.00	50
1962	CompositeTensile71962.png	5	0.500	1	5.00	50
1963	CompositeTensile71963.png	5	0.500	1	5.00	50
1964	CompositeTensile71964.png	5	0.500	1	5.00	50
1965	CompositeTensile71965.png	5	0.500	1	5.00	50
1966	CompositeTensile71966.png	5	0.500	1	5.00	50
1967	CompositeTensile71967.png	5	0.500	1	5.00	50
1968	CompositeTensile71968.png	5	0.500	1	5.00	50
1969	CompositeTensile71969.png	5	0.500	1	5.00	50
1970	CompositeTensile71970.png	5	0.500	1	5.00	50
1971	CompositeTensile71971.png	5	0.500	1	5.00	50
1972	CompositeTensile71972.png	5	0.500	1	5.00	50
1973	CompositeTensile71973.png	5	0.500	1	5.00	50
1974	CompositeTensile71974.png	5	0.500	1	5.00	50
1975	CompositeTensile71975.png	5	0.500	1	5.00	50
1976	CompositeTensile71976.png	5	0.500	1	5.00	50
1977	CompositeTensile71977.png	5	0.500	1	5.00	50
1978	CompositeTensile71978.png	5	0.500	1	5.00	50
1979	CompositeTensile71979.png	5	0.500	1	5.00	50
1980	CompositeTensile71980.png	5	0.500	1	5.00	50
1981	CompositeTensile71981.png	5	0.500	1	5.00	50
1982	CompositeTensile71982.png	5	0.500	1	5.00	50
1983	CompositeTensile71983.png	5	0.500	1	5.00	50
1984	CompositeTensile71984.png	5	0.500	1	5.00	50
1985	CompositeTensile71985.png	5	0.500	1	5.00	50
1986	CompositeTensile71986.png	5	0.500	1	5.00	50
1987	CompositeTensile71987.png	5	0.500	1	5.00	50
1988	CompositeTensile71988.png	5	0.500	1	5.00	50
1989	CompositeTensile71989.png	5	0.500	1	5.00	50
1990	CompositeTensile71990.png	5	0.500	1	5.00	50
1991	CompositeTensile71991.png	5	0.500	1	5.00	50
1992	CompositeTensile71992.png	5	0.500	1	5.00	50
1993	CompositeTensile71993.png	5	0.500	1	5.00	50
1994	CompositeTensile71994.png	5	0.500	1	5.00	50
1995	CompositeTensile71995.png	5	0.500	1	5.00	50
1996	CompositeTensile71996.png	5	0.500	1	5.00	50
1997	CompositeTensile71997.png	5	0.500	1	5.00	50
1998	CompositeTensile71998.png	5	0.500	1	5.00	50
1999	CompositeTensile71999.png	5	0.500	1	5.00	50
2000	CompositeTensile72000.png	5	0.500	1	5.00	50
2001	CompositeTensile72001.png	5	0.500	1	5.00	50
2002	CompositeTensile72002.png	5	0.500	1	5.00	50
2003	CompositeTensile72003.png	5	0.500	1	5.00	50
2004	CompositeTensile72004.png	5	0.500	1	5.00	50
2005	CompositeTensile72005.png	5	0.500	1	5.00	50
2006	CompositeTensile72006.png	5	0.500	1	5.00	50
2007	CompositeTensile72007.png	5	0.500	1	5.00	50
2008	CompositeTensile72008.png	5	0.500	1	5.00	50
2009	CompositeTensile72009.png	5	0.500	1	5.00	50
2010	CompositeTensile72010.png	5	0.500	1	5.00	50
2011	CompositeTensile72011.png	5	0.500	1	5.00	50
2012	CompositeTensile72012.png	5	0.500	1	5.00	50
2013	CompositeTensile72013.png	5	0.500	1	5.00	50
2014	CompositeTensile72014.png	5	0.500	1	5.00	50
2015	CompositeTensile72015.png	5	0.500	1	5.00	50
2016	CompositeTensile72016.png	5	0.500	1	5.00	50
2017	CompositeTensile72017.png	5	0.500	1	5.00	50
2018	CompositeTensile72018.png	5	0.500	1	5.00	50
2019	CompositeTensile72019.png	5	0.500	1	5.00	50
2020	CompositeTensile72020.png	5	0.500	1	5.00	50
2021	CompositeTensile72021.png	5	0.500	1	5.00	50
2022	CompositeTensile72022.png	5	0.500	1	5.00	50
2023	CompositeTensile72023.png	5	0.500	1	5.00	50
2024	CompositeTensile72024.png	5	0.500	1	5.00	50
2025	CompositeTensile72025.png	5	0.500	1	5.00	50
2026	CompositeTensile72026.png	5	0.500	1	5.00	50
2027	CompositeTensile72027.png	5	0.500	1	5.00	50
2028	CompositeTensile72028.png	5	0.500	1	5.00	50
2029	CompositeTensile72029.png	5	0.500	1	5.00	50
2030	CompositeTensile72030.png	5	0.500	1	5.00	50
2031	CompositeTensile72031.png	5	0.500	1	5.00	50
2032	CompositeTensile72032.png	5	0.500	1	5.00	50
2033	CompositeTensile72033.png	5	0.500	1	5.00	50
2034	CompositeTensile72034.png	5	0.500	1	5.00	50
2035	CompositeTensile72035.png	5	0.500	1	5.00	50
2036	CompositeTensile72036.png	5	0.500	1	5.00	50
2037	CompositeTensile72037.png	5	0.500	1	5.00	50
2038	CompositeTensile72038.png	5	0.500	1	5.00	50
2039	CompositeTensile72039.png	5	0.500	1	5.00	50
2040	CompositeTensile72040.png	5	0.500	1	5.00	50
2041	CompositeTensile72041.png	5	0.500	1	5.00	50
2042	CompositeTensile72042.png	5	0.500	1	5.00	50
2043	CompositeTensile72043.png	5	0.500	1	5.00	50
2044	CompositeTensile72044.png	5	0.500	1	5.00	50
2045	CompositeTensile72045.png	5	0.500	1	5.00	50
2046	CompositeTensile72046.png	5	0.500	1	5.00	50
2047	CompositeTensile72047.png	5	0.500	1	5.00	50
2048	CompositeTensile72048.png	5	0.500	1	5.00	50
2049	CompositeTensile72049.png	5	0.500	1	5.00	50
2050	CompositeTensile72050.png	5	0.500	1	5.00	50
2051	CompositeTensile72051.png	5	0.500	1	5.00	50
2052	CompositeTensile72052.png	5	0.500	1	5.00	50
2053	CompositeTensile72053.png	5	0.500	1	5.00	50
2054	CompositeTensile72054.png	5	0.500	1	5.00	50
2055	CompositeTensile72055.png	5	0.500	1	5.00	50
2056	CompositeTensile72056.png	5	0.500	1	5.00	50
2057	CompositeTensile72057.png	5	0.500	1	5.00	50
2058	CompositeTensile72058.png	5	0.500	1	5.00	50
2059	CompositeTensile72059.png	5	0.500	1	5.00	50
2060	CompositeTensile72060.png	5	0.500	1	5.00	50
2061	CompositeTensile72061.png	5	0.500	1	5.00	50
2062	CompositeTensile72062.png	5	0.500	1	5.00	50
2063	CompositeTensile72063.png	5	0.500	1	5.00	50
2064	CompositeTensile72064.png	5	0.500	1	5.00	50
2065	CompositeTensile72065.png	5	0.500	1	5.00	50
2066	CompositeTensile72066.png	5	0.500	1	5.00	50
2067	CompositeTensile72067.png	5	0.500	1	5.00	50
2068	CompositeTensile72068.png	5	0.500	1	5.00	50
2069	CompositeTensile72069.png	5	0.500	1	5.00	50
2070	CompositeTensile72070.png	5	0.500	1	5.00	50
2071	CompositeTensile72071.png	5	0.500	1	5.00	50
2072	CompositeTensile72072.png	5	0.500	1	5.00	50
2073	CompositeTensile72073.png	5	0.500	1	5.00	50
2074	CompositeTensile72074.png	5	0.500	1	5.00	50
2075	CompositeTensile72075.png	5	0.500	1	5.00	50
2076	CompositeTensile72076.png	5	0.500	1	5.00	50
2077	CompositeTensile72077.png	5	0.500	1	5.00	50
2078	CompositeTensile72078.png	5	0.500	1	5.00	50
2079	CompositeTensile72079.png	5	0.500	1	5.00	50
2080	CompositeTensile72080.png	5	0.500	1	5.00	50
2081	CompositeTensile72081.png	5	0.500	1	5.00	50
2082	CompositeTensile72082.png	5	0.500	1	5.00	50
2083	CompositeTensile72083.png	5	0.500	1	5.00	50
2084	CompositeTensile72084.png	5	0.500	1	5.00	50
2085	CompositeTensile72085.png	5	0.500	1	5.00	50
2086	CompositeTensile72086.png	5	0.500	1	5.00	50
2087	CompositeTensile72087.png	5	0.500	1	5.00	50
2088	CompositeTensile72088.png	5	0.500	1	5.00	50
2089	CompositeTensile72089.png	5	0.500	1	5.00	50
2090	CompositeTensile72090.png	5	0.500	1	5.00	50
2091	CompositeTensile72091.png	5	0.500	1	5.00	50
2092	CompositeTensile72092.png	5	0.500	1	5.00	50
2093	CompositeTensile72093.png	5	0.500	1	5.00	50
2094	CompositeTensile72094.png	5	0.500	1	5.00	50
2095	CompositeTensile72095.png	5	0.500	1	5.00	50
2096	CompositeTensile72096.png	5	0.500	1	5.00	50
2097	CompositeTensile72097.png	5	0.500	1	5.00	50
2098	CompositeTensile72098.png	5	0.500	1	5.00	50
2099	CompositeTensile72099.png	5	0.500	1	5.00	50
2100	CompositeTensile72100.png	5	0.500	1	5.00	50
2101	CompositeTensile72101.png	5	0.500	1	5.00	50
2102	CompositeTensile72102.png	5	0.500	1	5.00	50
2103	CompositeTensile72103.png	5	0.500	1	5.00	50
2104	CompositeTensile72104.png	5	0.500	1	5.00	50
2105	CompositeTensile72105.png	5	0.500	1	5.00	50
2106	CompositeTensile72106.png	5	0.500	1	5.00	50
2107	CompositeTensile72107.png	5	0.500	1	5.00	50
2108	CompositeTensile72108.png	5	0.500	1	5.00	50
2109	CompositeTensile72109.png	5	0.500	1	5.00	50
2110	CompositeTensile72110.png	5	0.500	1	5.00	50
2111	CompositeTensile72111.png	5	0.500	1	5.00	50
2112	CompositeTensile72112.png	5	0.500	1	5.00	50
2113	CompositeTensile72113.png	5	0.500	1	5.00	50
2114	CompositeTensile72114.png	5	0.500	1	5.00	50
2115	CompositeTensile72115.png	5	0.500	1	5.00	50
2116	CompositeTensile72116.png	5	0.500	1	5.00	50
2117	CompositeTensile72117.png	5	0.500	1	5.00	50
2118	CompositeTensile72118.png	5	0.500	1	5.00	50
2119	CompositeTensile72119.png	5	0.500	1	5.00	50
2120	CompositeTensile72120.png	5	0.500	1	5.00	50
2121	CompositeTensile72121.png	5	0.500	1	5.00	50
2122	CompositeTensile72122.png	5	0.500	1	5.00	50
2123	CompositeTensile72123.png	5	0.500	1	5.00	50
2124	CompositeTensile72124.png	5	0.500	1	5.00	50
2125	CompositeTensile72125.png	5	0.500	1	5.00	50
2126	CompositeTensile72126.png	5	0.500	1	5.00	50
2127	CompositeTensile72127.png	5	0.500	1	5.00	50
2128	CompositeTensile72128.png	5	0.500	1	5.00	50
2129	CompositeTensile72129.png	5	0.500	1	5.00	50
2130	CompositeTensile72130.png	5	0.500	1	5.00	50
2131	CompositeTensile72131.png	5	0.500	1	5.00	50
2132	CompositeTensile72132.png	5	0.500	1	5.00	50
2133	CompositeTensile72133.png	5	0.500	1	5.00	50
2134	CompositeTensile72134.png	5	0.500	1	5.00	50
2135	CompositeTensile72135.png	5	0.500	1	5.00	50
2136	CompositeTensile72136.png	5	0.500	1	5.00	50
2137	CompositeTensile72137.png	5	0.500	1	5.00	50
2138	CompositeTensile72138.png	5	0.500	1	5.00	50
2139	CompositeTensile72139.png	5	0.500	1	5.00	50
2140	CompositeTensile72140.png	5	0.500	1	5.00	50
2141	CompositeTensile72141.png	5	0.500	1	5.00	50
2142	CompositeTensile72142.png	5	0.500	1	5.00	50
2143	CompositeTensile72143.png	5	0.500	1	5.00	50
2144	CompositeTensile72144.png	5	0.500	1	5.00	50
2145	CompositeTensile72145.png	5	0.500	1	5.00	50
2146	CompositeTensile72146.png	5	0.500	1	5.00	50
2147	CompositeTensile72147.png	5	0.500	1	5.00	50
2148	CompositeTensile72148.png	5	0.500	1	5.00	50
2149	CompositeTensile72149.png	5	0.500	1	5.00	50
2150	CompositeTensile72150.png	5	0.500	1	5.00	50
2151	CompositeTensile72151.png	5	0.500	1	5.00	50
2152	CompositeTensile72152.png	5	0.500	1	5.00	50
2153	CompositeTensile72153.png	5	0.500	1	5.00	50
2154	CompositeTensile72154.png	5	0.500	1	5.00	50
2155	CompositeTensile72155.png	5	0.500	1	5.00	50
2156	CompositeTensile72156.png	5	0.500	1	5.00	50
2157	CompositeTensile72157.png	5	0.500	1	5.00	50
2158	CompositeTensile72158.png	5	0.500	1	5.00	50
2159	CompositeTensile72159.png	5	0.500	1	5.00	50
2160	CompositeTensile72160.png	5	0.500	1	5.00	50
2161	CompositeTensile72161.png	5	0.500	1	5.00	50
2162	CompositeTensile72162.png	5	0.500	1	5.00	50
2163	CompositeTensile72163.png	5	0.500	1	5.00	50
2164	CompositeTensile72164.png	5	0.500	1	5.00	50
2165	CompositeTensile72165.png	5	0.500	1	5.00	50
2166	CompositeTensile72166.png	5	0.500	1	5.00	50
2167	CompositeTensile72167.png	5	0.500	1	5.00	50
2168	CompositeTensile72168.png	5	0.500	1	5.00	50
2169	CompositeTensile72169.png	5	0.500	1	5.00	50
2170	CompositeTensile72170.png	5	0.500	1	5.00	50
2171	CompositeTensile72171.png	5	0.500	1	5.00	50
2172	CompositeTensile72172.png	5	0.500	1	5.00	50
2173	CompositeTensile72173.png	5	0.500	1	5.00	50
2174	CompositeTensile72174.png	5	0.500	1	5.00	50
2175	CompositeTensile72175.png	5	0.500	1	5.00	50
2176	CompositeTensile72176.png	5	0.500	1	5.00	50
2177	CompositeTensile72177.png	5	0.500	1	5.00	50
2178	CompositeTensile72178.png	5	0.500	1	5.00	50
2179	CompositeTensile72179.png	5	0.500	1	5.00	50
2180	CompositeTensile72180.png	5	0.500	1	5.00	50
2181	CompositeTensile72181.png	5	0.500	1	5.00	50
2182	CompositeTensile72182.png	5	0.500	1	5.00	50
2183	CompositeTensile72183.png	5	0.500	1	5.00	50
2184	CompositeTensile72184.png	5	0.500	1	5.00	50
